Country,Year,Population,GDP (US$),gdp_cap,Renewable Capacity,Oil Capacity,RC/cap (Watt),Continent
Mexico,2012,117274156,1.20109E+12,10241.72783,2699,1605.5,23.0144483,NAM
Morocco,2012,33241898,98266306615,2956.097953,290.174,200.8219178,8.729164622,Africa
Netherlands,2012,16754962,8.38971E+11,50073.00566,2720,1279.331,162.3399683,Europe
New Zealand,2012,4408100,1.76207E+11,39973.38076,1349,135.605,306.0275402,Oceania
Nicaragua,2012,5982530,10532006608,1760.460308,164.5,0,27.49672797,NAM
Nigeria,2012,167228803,4.55502E+11,2723.822191,0,446,0,Africa
Norway,2012,5018573,5.09506E+11,101524.1419,705,342,140.4781798,Europe
Oman,2012,3498031,87408842653,24988.01259,0,222,0,Asia
Pakistan,2012,187280125,2.24384E+11,1198.117637,101.86,275.1357873,0.543891136,Asia
Papua New Guinea,2012,7631003,21295659244,2790.676303,56,0,7.338484862,Oceania
Peru,2012,29506790,1.92649E+11,6528.971775,0,252,0,SAM
Philippines,2012,97212639,2.61921E+11,2694.305109,1881.5,261.25,19.35447921,Asia
Poland,2012,38063164,4.98524E+11,13097.27085,2565.11,581.7610137,67.39087691,Europe
Portugal,2012,10514844,2.16237E+11,20564.88986,4674.552,330,444.5669379,Europe
Qatar,2012,2196078,1.86834E+11,85075.98654,0,283,0,Asia
Romania,2012,20058035,1.70636E+11,8507.104775,1863,213.5339452,92.88048406,Europe
Russia,2012,143201721,2.2083E+12,15420.87454,91.1,5767,0.636165539,Asia
Saudi Arabia,2012,29154906,7.35975E+11,25243.602,0,2107,0,Asia
Singapore,2012,5312437,2.95087E+11,55546.48854,0,1422,0,Asia
Slovakia,2012,5407579,94258572686,17430.82675,496,122,91.72311676,Europe
South Africa,2012,52832659,4.34401E+11,8222.197279,21.463,520,0.406244933,Africa
Spain,2012,46773055,1.32482E+12,28324.42934,27358,1546.328767,584.9094099,Europe
Sweden,2012,9519374,5.52484E+11,58037.82132,3630,454,381.3275957,Europe
Switzerland,2012,7996861,6.9211E+11,86547.67089,437,106,54.6464419,Europe
Thailand,2012,67835969,3.97558E+11,5860.581471,488.7,1229.5,7.204142687,Asia
Trinidad and Tobago,2012,1344814,25763220107,19157.45977,0,165,0,NAM
Tunisia,2012,10846993,47311196335,4361.687736,173,0,15.94912065,Africa
Turkey,2012,74651046,8.80556E+11,11795.63346,2434.7,596,32.6144124,Europe
Turkmenistan,2012,5267906,35164210526,6675.178055,0,251.0273973,0,Asia
Ukraine,2012,45593342,1.82592E+11,4004.804396,619.6,314,13.58970351,Europe
United Arab Emirates,2012,9141598,3.74591E+11,40976.49075,13,712,1.422070846,Asia
United Kingdom,2012,63700215,2.71916E+12,42686.80005,10783.4,1526.246575,169.2835731,Europe
United States,2012,313877662,1.6197E+13,51602.93105,69804,17823,222.3923791,NAM
Uruguay,2012,3378975,51264390116,15171.58017,52.6,0,15.56685089,SAM
Uzbekistan,2012,29774500,67517349212,2267.623275,0,232,0,Asia
Venezuela,2012,29360827,3.81286E+11,12986.22269,0,1303,0,SAM
Vietnam,2012,89801926,1.5582E+11,1735.152116,4.518,159,0.050310725,Asia
Algeria,2013,38140135,2.09755E+11,5499.587331,0,646.551,0,Africa
Argentina,2013,42202935,5.52025E+11,13080.25473,198,657,4.691616827,SAM
Australia,2013,23128129,1.57634E+12,68156.62792,7826.787,662.4,338.4098645,Oceania
Austria,2013,8479823,4.30069E+11,50716.70871,2300.538,192.7890411,271.2955211,Europe
Azerbaijan,2013,9416801,74164435946,7875.756953,0,325,0,Asia
Bahrain,2013,1315029,32539468085,24744.29696,0,260,0,Asia
Bangladesh,2013,152761413,1.4999E+11,981.8608514,0,43,0,Asia
Belarus,2013,9443211,75527984234,7998.125239,0,460,0,Europe
Belgium,2013,11159407,5.21643E+11,46744.66254,4682.4,776,419.592188,Europe
Brazil,2013,201035904,2.47282E+12,12300.38671,2210,2096.852,10.99306122,SAM
Bulgaria,2013,7265115,55810138436,7681.93462,1703,195,234.4078518,Europe
Canada,2013,35082954,1.8466E+12,52635.17496,9011,1929.441554,256.8483828,NAM
Chile,2013,17571511,2.78384E+11,15842.93648,316,254,17.98365548,SAM
China,2013,1363240000,9.57041E+12,7020.338485,94504.33,14502.77652,69.32332531,Asia
Colombia,2013,46495492,3.82116E+11,8218.347844,0,336,0,SAM
Costa Rica,2013,4742111,50949672206,10744.09102,365.6,0,77.09646611,NAM
Croatia,2013,4255689,58889082315,13837.73164,0,0,0,Europe
Curacao,2013,153822,3147616201,20462.71795,0,320,0,SAM
Czech Republic,2013,10514272,2.11686E+11,20133.16914,2064,174.7150685,196.3046039,Europe
Denmark,2013,5614932,3.43584E+11,61191.1937,5390.1,180.739726,959.9581972,Europe
Ecuador,2013,15707473,95129659000,6056.331213,0,175,0,SAM
Egypt,2013,88404652,2.88434E+11,3262.657586,565,810,6.391066389,Africa
El Salvador,2013,6266076,21990960000,3509.526536,204.4,0,32.62009589,NAM
Ethiopia,2013,95385793,47648211133,499.5315302,7.3,0,0.076531313,Africa
Finland,2013,5438972,2.71285E+11,49878.04324,447,261.0684932,82.18464813,Europe
France,2013,65998685,2.81108E+12,42592.93539,13449.561,1374.92726,203.7852875,Europe
Germany,2013,80645605,3.73274E+12,46285.76407,70211,2061.135753,870.6116099,Europe
Greece,2013,10965211,2.3884E+11,21781.59535,4388,498,400.174698,Europe
Guatemala,2013,15043981,52996540704,3522.773706,49.2,0,3.270410937,NAM
Honduras,2013,8798524,18372173381,2088.097206,5.2,0,0.591008219,NAM
Hungary,2013,9893082,1.35733E+11,13719.95054,35,165,3.537825725,Europe
Iceland,2013,323764,16125060515,49804.983,665,0,2053.965234,Europe
India,2013,1280842119,1.85672E+12,1449.610451,19866.227,4319.025154,15.51028554,Asia
Indonesia,2013,251805314,9.12524E+11,3623.927241,1343.5,1099.245,5.335471197,Asia
Iran,2013,76481963,4.60293E+11,6018.3229,107.6,2075,1.406867656,Asia
Iraq,2013,33157061,2.34638E+11,7076.552265,0,917,0,Asia
Ireland,2013,4623816,2.38212E+11,51518.3881,2008.2,75,434.3165905,Europe
Israel,2013,8059500,2.94167E+11,36499.45611,420,294,52.11241392,Asia
Italy,2013,60233948,2.14132E+12,35549.9747,27456,1861,455.8226866,Europe
Japan,2013,127445000,5.21233E+12,40898.6479,15265,4122.715,119.7771588,Asia
Jordan,2013,8518992,34454440141,4044.426869,1.5,0,0.17607717,Asia
Kazakhstan,2013,17035551,2.36635E+11,13890.63096,0,350,0,Asia
Kenya,2013,45519986,61671425370,1354.820833,205.5,0,4.51450051,Africa
South Korea,2013,24929500,0,0,2131.2,0,85.4890792,Asia
Kuwait,2013,3526382,1.74161E+11,49388.05338,0,936,0,Asia
Lithuania,2013,2957689,46523420074,15729.65247,0,240.9863014,0,Europe
Malaysia,2013,29468923,3.23277E+11,10970.1043,97.124,612,3.29581098,Asia
Mexico,2013,118827158,1.27444E+12,10725.18359,3027,1605.5,25.47397456,NAM
Morocco,2013,33715705,1.06826E+11,3168.424029,510.174,200.8219178,15.13164266,Africa
Netherlands,2013,16804432,8.76924E+11,52184.06185,3363,1279.331,200.1257763,Europe
New Zealand,2013,4442100,1.90907E+11,42976.64959,1421,135.605,319.8937439,Oceania
Nicaragua,2013,6062462,10982979274,1811.636803,154.5,0,25.48469582,NAM
Nigeria,2013,171765819,5.08693E+11,2961.549422,0,446,0,Africa
Norway,2013,5079623,5.22762E+11,102913.4508,818,342,161.0355729,Europe
Oman,2013,3764805,89936020806,23888.62658,0,222,0,Asia
Pakistan,2013,191260799,2.31219E+11,1208.91771,206.565,389.8051024,1.080017448,Asia
Papua New Guinea,2013,7788388,21261432791,2729.888751,56,0,7.190191346,Oceania
Peru,2013,29773986,2.01175E+11,6756.752996,0,253,0,SAM
Philippines,2013,98871558,2.83903E+11,2871.429701,1882.5,269.8,19.03985371,Asia
Poland,2013,38040196,5.21016E+11,13696.4663,3431.393,581.7610137,90.20439853,Europe
Portugal,2013,10457295,2.2637E+11,21647.04181,4930.949,330,471.5319784,Europe
Qatar,2013,2336579,1.98728E+11,85050.68434,0,283,0,Asia
Romania,2013,19983693,1.90801E+11,9547.852151,3534,235.4436164,176.8441899,Europe
Russia,2013,143506995,2.29247E+12,15974.64463,90.3,6229,0.62923762,Asia
Saudi Arabia,2013,30052058,7.46647E+11,24845.12466,0,2507,0,Asia
Singapore,2013,5399162,3.07576E+11,56967.42579,0,1414,0,Asia
Slovakia,2013,5413393,98541305462,18203.24249,533,122,98.4595059,Europe
South Africa,2013,53687125,4.00886E+11,7467.079185,518.625,520,9.660137323,Africa
Spain,2013,46620045,1.35476E+12,29059.54795,27648,1546.328767,593.0496206,Europe
Sweden,2013,9600379,5.86842E+11,61126.9432,4237,454,441.3367431,Europe
Switzerland,2013,8089346,7.12748E+11,88109.48675,756,140,93.45625716,Europe
Thailand,2013,68144519,4.20333E+11,6168.261356,1046.7,1236.5,15.36000276,Asia
Trinidad and Tobago,2013,1353708,27268478565,20143.54541,0,165,0,NAM
Tunisia,2013,10952949,48683848564,4444.816511,200,0,18.25992251,Africa
Turkey,2013,75925454,9.57783E+11,12614.78161,3089,596,40.68464312,Europe
Turkmenistan,2013,5366376,39197543860,7304.285771,0,251.0273973,0,Asia
Ukraine,2013,45489648,1.90499E+11,4187.739845,1110.4,0,24.40994927,Europe
United Arab Emirates,2013,9197908,3.90108E+11,42412.6395,26,712,2.82672973,Asia
United Kingdom,2013,64128273,2.80329E+12,43713.81412,14219.3,1498.131507,221.7321524,Europe
United States,2013,316059947,1.67848E+13,53106.53677,74339,17925,235.2053802,NAM
Uruguay,2013,3389436,57531233351,16973.68924,59.4,0,17.52503956,SAM
Uzbekistan,2013,30243200,73180036692,2419.718703,0,232,0,Asia
Venezuela,2013,29781046,3.71005E+11,12457.7686,0,1303,0,SAM
Vietnam,2013,90752593,1.71222E+11,1886.69017,4.518,159,0.049783701,Asia
Algeria,2014,38923688,2.1381E+11,5493.056695,1.1,650.858,0.028260426,Africa
Argentina,2014,42669500,5.2632E+11,12334.79825,223.2,657,5.230902635,SAM
Australia,2014,23475686,1.4675E+12,62511.69059,9149.693,536.15,389.7518905,Oceania
Austria,2014,8546356,4.41996E+11,51717.49594,2895.521,192.7890411,338.8018238,Europe
Azerbaijan,2014,9535079,75244294275,7891.313147,0,325,0,Asia
Bahrain,2014,1336073,33387712766,24989.43753,0,260,0,Asia
Bangladesh,2014,154517385,1.72885E+11,1118.873808,0,43,0,Asia
Belarus,2014,9448515,78813839984,8341.399679,0,460,0,Europe
Belgium,2014,11209057,5.34678E+11,47700.54036,4959.2,776,442.4279402,Europe
Brazil,2014,202763744,2.45604E+12,12112.83496,4908,2238.378,24.20551082,SAM
Bulgaria,2014,7223938,57082011260,7901.785876,1725,195,238.7894248,Europe
Canada,2014,35437435,1.80575E+12,50955.99832,11537,1929.441554,325.55968,NAM
Chile,2014,17758969,2.60542E+11,14670.98891,957,258,53.88826345,SAM
China,2014,1371860000,1.04757E+13,7636.116601,125232.88,15252.54515,91.28692432,Asia
Colombia,2014,46967706,3.81112E+11,8114.343921,0,336,0,SAM
Costa Rica,2014,4795390,52016408951,10847.16967,414,0,86.33291557,NAM
Croatia,2014,4238389,58330289757,13762.37286,0,0,0,Europe
Curacao,2014,155909,3158406034,20258.00969,0,320,0,SAM
Czech Republic,2014,10525347,2.09359E+11,19890.91991,2067.4,174.7150685,196.4210776,Europe
Denmark,2014,5643475,3.52994E+11,62548.98473,5493.6,180,973.4427813,Europe
Ecuador,2014,15951832,1.01726E+11,6377.093929,0,175,0,SAM
Egypt,2014,90424668,3.05595E+11,3379.557986,565,810,6.24829499,Africa
El Salvador,2014,6295124,22593470000,3589.042885,204.4,0,32.46957486,NAM
Ethiopia,2014,98094264,55612228234,566.9264029,7.3,0,0.074418215,Africa
Finland,2014,5461512,2.74497E+11,50260.29986,627,261.0684932,114.8033731,Europe
France,2014,66312067,2.85217E+12,43011.2631,15252.142,1374.92726,230.0055283,Europe
Germany,2014,80982500,3.88392E+12,47959.99327,76541,2076.619123,945.1548174,Europe
Greece,2014,10892413,2.35145E+11,21587.95755,4574,498,419.9253187,Europe
Guatemala,2014,15306316,57852399964,3779.642336,49.2,0,3.214359353,NAM
Honduras,2014,8955579,19618567250,2190.653139,5.156,0,0.575730503,NAM
Hungary,2014,9866468,1.41079E+11,14298.83367,89,165,9.020451898,Europe
Iceland,2014,327386,17867662178,54576.74481,665,0,2031.241409,Europe
India,2014,1295600768,2.03913E+12,1573.885642,25909.308,4319.025154,19.99791034,Asia
Indonesia,2014,255128076,8.90815E+11,3491.637491,1403.5,1099.245,5.501158563,Asia
Iran,2014,77465769,4.32687E+11,5585.525604,148.8,2075,1.92084842,Asia
Iraq,2014,34411949,2.28416E+11,6637.684375,0,791,0,Asia
Ireland,2014,4657740,2.58625E+11,55525.89725,2283.3,75,490.2162852,Europe
Israel,2014,8215700,3.10945E+11,37847.64994,670,301,81.55117641,Asia
Italy,2014,60789140,2.15913E+12,35518.41529,28045,1900,461.3488528,Europe
Japan,2014,127276000,4.89699E+12,38475.39525,22595,3749.365,177.5275779,Asia
Jordan,2014,8918822,36847643521,4131.44735,1.621,0,0.18175046,Asia
Kazakhstan,2014,17288285,2.21416E+11,12807.26069,0,350,0,Asia
Kenya,2014,46700063,68285768554,1462.220052,366.1,0,7.839389853,Africa
South Korea,2014,25057793,0,0,3093.2,0,123.4426352,Asia
Kuwait,2014,3690939,1.62631E+11,44062.34091,0,936,0,Asia
Lithuania,2014,2932367,48533659592,16551.0182,0,240.9863014,0,Europe
Malaysia,2014,29866606,3.38062E+11,11319.06194,165.778,612,5.550613953,Asia
Mexico,2014,120355137,1.31535E+12,10928.91601,3498,1521.9,29.06398586,NAM
Morocco,2014,34192358,1.10081E+11,3219.46935,816.6,200.8219178,23.88252954,Africa
Netherlands,2014,16865008,8.90981E+11,52830.17423,3872,1279.331,229.587795,Europe
New Zealand,2014,4516500,2.01313E+11,44572.89875,1606,135.605,355.5850769,Oceania
Nicaragua,2014,6142734,11880434071,1934.062922,154.5,0,25.15166699,NAM
Nigeria,2014,176404931,5.46676E+11,3098.985791,0,449,0,Africa
Norway,2014,5137232,4.9841E+11,97019.18275,863,342,167.9892985,Europe
Oman,2014,4027255,92699089727,23017.93398,0,222,0,Asia
Pakistan,2014,195305012,2.44361E+11,1251.175719,370.8,389.8051024,1.898568788,Asia
Papua New Guinea,2014,7946733,23210682538,2920.782986,56,0,7.046921043,Oceania
Peru,2014,30090372,2.00789E+11,6672.877373,0,253,0,SAM
Philippines,2014,100513137,2.97483E+11,2959.645435,2281,270.75,22.69355099,Asia
Poland,2014,38011735,5.42477E+11,14271.30585,3863.15,581.7610137,101.630457,Europe
Portugal,2014,10401062,2.29596E+11,22074.30076,5296.556,330,509.2322303,Europe
Qatar,2014,2459202,2.06225E+11,83858.34046,0,283,0,Asia
Romania,2014,19908979,1.99959E+11,10043.67745,4537,228.4550137,227.8871257,Europe
Russia,2014,143819667,2.05924E+12,14318.22232,93,6366,0.646643133,Asia
Saudi Arabia,2014,30916603,7.5635E+11,24464.21256,0,2899,0,Asia
Singapore,2014,5469724,3.14851E+11,57562.53079,0,1514,0,Asia
Slovakia,2014,5418649,1.00955E+11,18630.97598,533,122,98.3640018,Europe
South Africa,2014,54544184,3.81199E+11,6988.808739,1631.901,520,29.91888191,Africa
Spain,2014,46480882,1.3694E+12,29461.55033,27622,1546.328767,594.2658317,Europe
Sweden,2014,9696110,5.81964E+11,60020.36046,5148,454,530.9345707,Europe
Switzerland,2014,8188649,7.34397E+11,89684.70758,1061,140,129.569603,Europe
Thailand,2014,68438748,4.07339E+11,5951.883487,1523.5,1251.5,22.26078128,Asia
Trinidad and Tobago,2014,1362337,27615843098,20270.93377,0,165,0,NAM
Tunisia,2014,11063195,50271342086,4544.016632,233,0,21.06082375,Africa
Turkey,2014,77229262,9.38953E+11,12157.99043,4075,596,52.76497398,Europe
Turkmenistan,2014,5466324,43524210526,7962.244925,0,251.0273973,0,Asia
Ukraine,2014,45272155,1.33503E+11,2948.907808,1333,258,29.44414729,Europe
United Arab Emirates,2014,9214182,4.03137E+11,43751.80565,33,728,3.581435661,Asia
United Kingdom,2014,64602298,3.08717E+12,47787.2413,18602,1337.473973,287.9464133,Europe
United States,2014,318386329,1.75272E+13,55049.98833,82730,17967,259.8415587,NAM
Uruguay,2014,3400439,57236013086,16831.94819,481.3,0,141.5405481,SAM
Uzbekistan,2014,30757700,80845384375,2628.460008,0,232,0,Asia
Venezuela,2014,30042973,4.82359E+11,16055.64532,0,1303,0,SAM
Vietnam,2014,91713850,1.86205E+11,2030.278447,5.29,159,0.057679402,Asia
Algeria,2015,39728020,1.65979E+11,4177.889542,49.1,650.858,1.235903526,Africa
Argentina,2015,43131966,5.94749E+11,13789.06042,196,657,4.544193511,SAM
Australia,2015,23815995,1.35053E+12,56707.02208,10307.99,443.1,432.8179444,Oceania
Austria,2015,8642699,3.81818E+11,44178.04738,3425.824,192.7890411,396.3835834,Europe
Azerbaijan,2015,9649341,53074370486,5500.310382,0,325,0,Asia
Bahrain,2015,1371853,31050638298,22634.08565,0,260,0,Asia
Bangladesh,2015,156256287,1.95079E+11,1248.45331,0,43,0,Asia
Belarus,2015,9461076,56454734397,5967.052204,0,460,0,Europe
Belgium,2015,11274196,4.6215E+11,40991.80814,5307.7,776,470.7830164,Europe
Brazil,2015,204471759,1.80221E+12,8813.989806,7674,2281.4,37.5308553,SAM
Bulgaria,2015,7177991,50781996713,7074.681023,1728,195,240.7358828,Europe
Canada,2015,35702908,1.55651E+12,43596.13554,13731,1930.789494,384.5905213,NAM
Chile,2015,17969356,2.43919E+11,13574.16924,1486,258,82.69634148,SAM
China,2015,1379860000,1.10616E+13,8016.431435,174611.28,15024.18051,126.5427507,Asia
Colombia,2015,47520667,2.93482E+11,6175.87603,0,421,0,SAM
Costa Rica,2015,4847805,56441917653,11642.77805,495.5,0,102.2112069,NAM
Croatia,2015,4203604,50163192883,11933.37738,0,0,0,Europe
Curacao,2015,157980,3151910782,19951.3279,0,320,0,SAM
Czech Republic,2015,10546059,1.88033E+11,17829.69832,2074.9,174.7150685,196.7464813,Europe
Denmark,2015,5683483,3.02673E+11,53254.85637,5859.084,180,1030.896723,Europe
Ecuador,2015,16212022,99290381000,6124.490887,0,175,0,SAM
Egypt,2015,92442549,3.29367E+11,3562.932658,775,810,8.383585355,Africa
El Salvador,2015,6325121,23438240000,3705.579704,204.4,0,32.31558732,NAM
Ethiopia,2015,100835453,64589334979,640.5419231,7.3,0,0.072395172,Africa
Finland,2015,5479531,2.3444E+11,42784.69836,1005,261.0684932,183.4098575,Europe
France,2015,66548272,2.43821E+12,36638.18493,17451.997,1374.92726,262.2456824,Europe
Germany,2015,81686611,3.35624E+12,41086.72967,83831,2049.488082,1026.251413,Europe
Greece,2015,10820883,1.95605E+11,18076.60676,4695,528,433.8832607,Europe
Guatemala,2015,15567419,62186186576,3994.636913,49.2,0,3.160446828,NAM
Honduras,2015,9112904,20833948800,2286.203037,393.156,0,43.14277864,NAM
Hungary,2015,9843028,1.2521E+11,12720.71202,172,165,17.47429754,Europe
Iceland,2015,330815,17517210519,52951.68151,665,0,2010.186963,Europe
India,2015,1310152392,2.10359E+12,1605.605445,30453.174,4307.202581,23.24399374,Asia
Indonesia,2015,258383257,8.60854E+11,3331.695115,1438,1110.645,5.565376088,Asia
Iran,2015,78492208,3.84951E+11,4904.327315,153.44,2075,1.954843722,Asia
Iraq,2015,35572269,1.66774E+11,4688.318017,0,763,0,Asia
Ireland,2015,4701957,2.91463E+11,61987.551,2451.151,75,521.3044271,Europe
Israel,2015,8380100,3.00078E+11,35808.43643,765.75,301,91.3771912,Asia
Italy,2015,60730582,1.8359E+12,30230.2263,28806,1900,474.3244516,Europe
Japan,2015,127141000,4.44493E+12,34960.63938,31939,3720.865,251.2092873,Asia
Jordan,2015,9266573,38587017887,4164.108769,124.4,0,13.42459613,Asia
Kazakhstan,2015,17542806,1.84388E+11,10510.77189,0,350,0,Asia
Kenya,2015,47878339,70120413329,1464.554009,604,0,12.61530815,Africa
South Korea,2015,25183832,0,0,4462.2,0,177.1851083,Asia
Kuwait,2015,3835588,1.14567E+11,29869.55275,0,936,0,Asia
Lithuania,2015,2904910,41418872976,14258.22933,0,240.9863014,0,Europe
Malaysia,2015,30270965,3.01355E+11,9955.242722,229.095,612,7.568143269,Asia
Mexico,2015,121858251,1.17187E+12,9616.645558,4350,1521.9,35.69721348,NAM
Morocco,2015,34663608,1.0118E+11,2918.905847,816.8,200.8219178,23.5636175,Africa
Netherlands,2015,16939923,7.65265E+11,45175.23189,4917,1297.75,290.2610596,Europe
New Zealand,2015,4609400,1.78064E+11,38630.72659,1630,135.605,353.6252007,Oceania
Nicaragua,2015,6223234,12756706583,2049.851666,154.5,0,24.82632021,NAM
Nigeria,2015,181137454,4.86803E+11,2687.480056,0,449,0,Africa
Norway,2015,5188607,3.85802E+11,74355.51586,867,342,167.0968721,Europe
Oman,2015,4267341,78710793238,18444.927,0,222,0,Asia
Pakistan,2015,199426953,2.70556E+11,1356.667831,574.355,388.7149205,2.880026954,Asia
Papua New Guinea,2015,8107772,21723531173,2679.346579,56,0,6.906952983,Oceania
Peru,2015,30470739,1.89805E+11,6229.100674,0,253,0,SAM
Philippines,2015,102113206,3.06446E+11,3001.043182,2516,270.75,24.6393204,Asia
Poland,2015,37986412,4.77812E+11,12578.49547,4993.777,581.3794521,131.4621923,Europe
Portugal,2015,10358076,1.99314E+11,19242.36647,5408.838,330,522.1855874,Europe
Qatar,2015,2565708,1.6174E+11,63039.11263,0,283,0,Asia
Romania,2015,19815616,1.77729E+11,8969.148921,4456,238.9780822,224.8731505,Europe
Russia,2015,144096870,1.36348E+12,9462.25316,150.22,6472,1.042493151,Asia
Saudi Arabia,2015,31717676,6.5427E+11,20627.92693,0,2899,0,Asia
Singapore,2015,5535002,3.08004E+11,55646.61875,0,1514,0,Asia
Slovakia,2015,5423801,88601289843,16335.6454,533,122,98.27056708,Europe
South Africa,2015,55386369,3.4671E+11,6259.839681,2330.656,520,42.07995653,Africa
Spain,2015,46444832,1.19512E+12,25732.01836,27647,1562.394521,595.2653677,Europe
Sweden,2015,9799186,5.05104E+11,51545.48361,5923,454,604.4379605,Europe
Switzerland,2015,8282396,7.0215E+11,84776.14217,1394,68,168.3087841,Europe
Thailand,2015,68714519,4.01296E+11,5840.053067,1653.9,1251.5,24.06914905,Asia
Trinidad and Tobago,2015,1370332,24959858249,18214.46062,0,165,0,NAM
Tunisia,2015,11179951,45780069047,4094.836287,244,0,21.8247826,Africa
Turkey,2015,78529413,8.64317E+11,11006.27952,5376,596,68.45842589,Europe
Turkmenistan,2015,5565283,35799714286,6432.685325,0,271.109589,0,Asia
Ukraine,2015,45154036,91030959455,2016.009365,1355.1,250,30.01060636,Europe
United Arab Emirates,2015,9262896,3.58135E+11,38663.4005,33,1149,3.562600724,Asia
United Kingdom,2015,65116219,2.95657E+12,45404.56777,23906.853,1337.473973,367.1412955,Europe
United States,2015,320738994,1.82383E+13,56863.3715,96799.02,18317,301.7999738,NAM
Uruguay,2015,3412013,53274304222,15613.74597,856.766,0,251.1027947,SAM
Uzbekistan,2015,31298900,86196265192,2753.971072,0,232,0,Asia
Venezuela,2015,30081827,0,0,0,1303,0,SAM
Vietnam,2015,92677082,1.93241E+11,2085.101349,5.29,159,0.057079915,Asia
Algeria,2016,40551398,1.60034E+11,3946.452447,219.1,650.858,5.403019644,Africa
Argentina,2016,43590368,5.57531E+11,12790.24247,196,657,4.496406179,SAM
Australia,2016,24190907,1.20669E+12,49881.76371,11181.201,451.75,462.2067705,Oceania
Austria,2016,8736668,3.95569E+11,45276.83144,3826.012,192.7890411,437.925763,Europe
Azerbaijan,2016,9757812,37867518957,3880.738731,0,325,0,Asia
Bahrain,2016,1425793,32234973404,22608.45256,0,260,0,Asia
Bangladesh,2016,157977151,2.21415E+11,1401.564635,0,43,0,Asia
Belarus,2016,9469379,47722657821,5039.681886,0,460,0,Europe
Belgium,2016,11331422,4.7574E+11,41984.10303,5697,776,502.7612598,Europe
Brazil,2016,206163056,1.79569E+12,8710.06329,10277,2288.869,49.84889242,SAM
Bulgaria,2016,7127822,53953897624,7569.478815,1727,195,242.2900011,Europe
Canada,2016,36109487,1.52799E+12,42315.60371,14634,1933.707966,405.2674578,NAM
Chile,2016,18209072,2.5044E+11,13753.59215,2164,258,118.8418608,SAM
China,2016,1387790000,1.12333E+13,8094.363367,226330.44,14895.21267,163.0869512,Asia
Colombia,2016,48175048,2.82825E+11,5870.777957,0,421,0,SAM
Costa Rica,2016,4899336,58847016045,12011.22275,526,0,107.3614874,NAM
Croatia,2016,4174349,52295158344,12527.73986,0,0,0,Europe
Curacao,2016,159664,3122287933,19555.36585,0,320,0,SAM
Czech Republic,2016,10566332,1.96272E+11,18575.23203,2067.9,174.7150685,195.7065139,Europe
Denmark,2016,5728010,3.13116E+11,54663.99837,6095.953,180,1064.235747,Europe
Ecuador,2016,16491116,99937696000,6060.092962,0,175,0,SAM
Egypt,2016,94447071,3.32442E+11,3519.87324,789,810,8.353885321,Africa
El Salvador,2016,6356137,24191430000,3805.995686,204.4,0,32.15789716,NAM
Ethiopia,2016,103603461,74296618481,717.1248698,7.3,0,0.070460967,Africa
Finland,2016,5495303,2.40608E+11,43784.28396,1565,261.0684932,284.7886641,Europe
France,2016,66724104,2.47129E+12,37037.37419,19284.155,1245.09589,289.0133227,Europe
Germany,2016,82348669,3.4675E+12,42107.51727,90145,2051.496301,1094.674645,Europe
Greece,2016,10775971,1.93017E+11,17911.79938,4974,528,461.582534,Europe
Guatemala,2016,15827690,66053725049,4173.301666,49.2,0,3.108476347,NAM
Honduras,2016,9270794,21566622850,2326.297278,414.156,0,44.67319628,NAM
Hungary,2016,9814023,1.28636E+11,13107.37791,235,165,23.94532803,Europe
Iceland,2016,335439,20793168031,61987.92636,665,0,1982.476695,Europe
India,2016,1324517250,2.2948E+12,1732.554242,38350.961,4620.264516,28.95467084,Asia
Indonesia,2016,261556386,9.31877E+11,3562.816334,1533,1110.645,5.861068902,Asia
Iran,2016,79563991,4.17984E+11,5253.42656,190.94,2075,2.39982934,Asia
Iraq,2016,36610632,1.66602E+11,4550.658638,0,779,0,Asia
Ireland,2016,4755335,2.98725E+11,62818.96636,2785.951,75,585.857989,Europe
Israel,2016,8546000,3.19024E+11,37330.2618,866,301,101.3339574,Asia
Italy,2016,60627498,1.8758E+12,30939.71425,29434,1900,485.4892742,Europe
Japan,2016,126994511,5.00368E+12,39400.73936,42211,3600.215,332.3844446,Asia
Jordan,2016,9554286,39892551127,4175.356602,494,0,51.70454391,Asia
Kazakhstan,2016,17794055,1.37278E+11,7714.841844,0,350,0,Asia
Kenya,2016,49051531,74815121315,1525.235192,638,0,13.0067296,Africa
South Korea,2016,25307665,0,0,5569.2,0,220.0598119,Asia
Kuwait,2016,3956862,1.0942E+11,27653.15762,0,936,0,Asia
Lithuania,2016,2868231,43018087238,14998.12506,0,240.9863014,0,Europe
Malaysia,2016,30684652,3.01255E+11,9817.78709,278.798,618,9.085910441,Asia
Mexico,2016,123333379,1.07849E+12,8744.515559,5365.6,1521.9,43.50484876,NAM
Morocco,2016,35126274,1.03312E+11,2941.150241,918.87,200.8219178,26.1590512,Africa
Netherlands,2016,17030314,7.83528E+11,46007.85292,6392,1297.75,375.3307191,Europe
New Zealand,2016,4714100,1.88943E+11,40080.49411,1630,135.605,345.771197,Oceania
Nicaragua,2016,6303970,13286083645,2107.57406,154.5,0,24.50836536,NAM
Nigeria,2016,185960244,4.0465E+11,2176.002772,0,449,0,Africa
Norway,2016,5234519,3.68827E+11,70460.56053,883,342,168.6878966,Europe
